"","dateid","platform","gamemode","mapname","matchid","roundnumber","objectivelocation","winrole","endroundreason","roundduration","clearancelevel","skillrank","role","team","haswon","operator","nbkills","isdead","primaryweapon","primaryweapontype","primarysight","primarygrip","primaryunderbarrel","primarybarrel","secondaryweapon","secondaryweapontype","secondarysight","secondarygrip","secondaryunderbarrel","secondarybarrel","secondarygadget"
"4010",20170213,"PC","HOSTAGE","FAVELAS",3946777489,3,"2F_GROW_ROOM","Attacker","DefendersEliminated",144,92,"Gold","Attacker",0,1,"SAS-THATCHER",2,0,"AR33","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","None","BREACH_CHARGE"
"4011",20170212,"PS4","BOMB","CHALET",1097663421,5,"BAR-GAMING_ROOM","Attacker","DefendersEliminated",122,143,"Gold","Attacker",0,1,"G.E.O.-JACKAL",2,0,"C7E","Assault_Rifles","Acog","Vertical","None","Flash","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"4012",20170216,"PS4","SECURE_AREA","HEREFORD_BASE",1353939301,2,"ARMORY","Defender","AttackersEliminated",143,85,"Gold","Attacker",1,0,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","None","BREACH_CHARGE"
"4013",20170216,"PS4","SECURE_AREA","SKYSCRAPER",781186061,7,"2F_TEA_ROOM","Defender","ObjectiveProtected",232,129,"Gold","Attacker",1,0,"GIGN-TWITCH",1,1,"F2","Assault_Rifles","Acog","Vertical","None","Suppressor","P9","Pistols","None","None","None","None","CLAYMORE"
"4014",20170213,"PC","BOMB","BARTLETT_U.",2541138729,1,"READING_ROOM-LIBRARY","Defender","AttackersEliminated",172,80,"Gold","Attacker",0,0,"GSG9-IQ",1,1,"AUG_A2","Assault_Rifles","RedDot","None","None","Suppressor","P12","Pistols","None","None","None","Suppressor","FRAG_GRENADE"
"4015",20170212,"XONE","BOMB","FAVELAS",3757967389,2,"2F_FOOTBALL_BEDROOM-2F_FOOTBALL_OFFICE","Defender","AttackersEliminated",219,172,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",3,0,"MPX","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","NITRO_CELL"
"4016",20170212,"PS4","BOMB","YACHT",1825920981,3,"SERVER_ROOM-ENGINE_STORAGE","Defender","BombExploded",232,95,"Gold","Attacker",0,0,"GIGN-TWITCH",1,0,"F2","Assault_Rifles","RedDot","Vertical","None","Compensator","LFP586","Pistols","None","None","None","None","CLAYMORE"
"4017",20170213,"PS4","SECURE_AREA","BORDER",931297981,2,"TELLERS","Attacker","DefendersEliminated",131,124,"Gold","Attacker",1,1,"SAT-HIBANA",1,0,"TYPE-89","Assault_Rifles","RedDot","Angle","None","MuzzleBrake","BEARING_9","Submachine_Guns","RedDot","None","None","Compensator","CLAYMORE"
"4018",20170213,"PS4","BOMB","PLANE",2180957049,1,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",151,51,"Gold","Attacker",0,1,"GIGN-MONTAGNE",1,1,"Shield","Shield","None","None","None","None","LFP586","Pistols","None","None","Laser","None","SMOKE_GRENADE"
"4019",20170212,"XONE","SECURE_AREA","BANK",2651059489,2,"LOCKERS","Defender","AttackersEliminated",229,197,"Platinum","Attacker",1,0,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","Acog","Vertical","Laser","MuzzleBrake","P9","Pistols","None","None","Laser","MuzzleBrake","CLAYMORE"
"4020",20170216,"XONE","SECURE_AREA","HOUSE",1018041821,5,"MASTER_BEDROOM","Defender","AttackersEliminated",198,70,"Gold","Defender",1,1,"GSG9-BANDIT",2,0,"MP7","Submachine_Guns","RedDot","None","None","MuzzleBrake","P12","Pistols","None","None","None","None","NITRO_CELL"
"4021",20170221,"XONE","SECURE_AREA","CLUB_HOUSE",724564221,2,"ARSENAL_ROOM","Defender","AttackersEliminated",221,117,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",1,1,"MPX","Submachine_Guns","Reflex","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","NITRO_CELL"
"4022",20170216,"XONE","SECURE_AREA","BORDER",2504633009,4,"WORKSHOP","Attacker","DefendersEliminated",169,95,"Bronze","Attacker",1,1,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","None","Vertical","None","HeavyBarrel","FRAG_GRENADE"
"4023",20170212,"PS4","SECURE_AREA","HEREFORD_BASE",2048364141,4,"MASTER_BEDROOM","Defender","AttackersEliminated",120,84,"Gold","Defender",0,1,"JTF2-FROST",0,0,"9mm_C1","Submachine_Guns","RedDot","Angle","None","HeavyBarrel","MK1_9mm","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"4024",20170212,"XONE","SECURE_AREA","PLANE",1559696001,2,"STAFF_SECTION","Defender","ObjectiveProtected",232,42,"Silver","Defender",0,1,"SWAT-CASTLE",0,1,"UMP45","Submachine_Guns","Reflex","Vertical","None","HeavyBarrel","5.7_USG","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"4025",20170212,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",4122287009,4,"CIGAR_LOUNGE","Attacker","DefendersEliminated",166,60,"Unranked","Attacker",1,1,"SAS-SLEDGE",3,0,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","None","None","None","None","FRAG_GRENADE"
"4026",20170216,"XONE","BOMB","BARTLETT_U.",3559878749,2,"ROWING_MUSEUM-TROPHY_ROOM","Defender","AttackersEliminated",187,185,"Platinum","Defender",0,1,"GSG9-BANDIT",2,0,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"4027",20170221,"XONE","HOSTAGE","FAVELAS",126631281,3,"1F_BIKER'S_APARTMENT","Defender","AttackersEliminated",205,47,"Silver","Defender",1,1,"GSG9-BANDIT",2,0,"MP7","Submachine_Guns","Reflex","None","None","Compensator","P12","Pistols","None","None","None","None","BARBED_WIRE"
"4028",20170212,"XONE","BOMB","CONSULATE",1457132721,8,"GARAGE-CAFETERIA","Defender","AttackersEliminated",177,109,"Silver","Defender",0,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","None","NITRO_CELL"
"4029",20170216,"XONE","SECURE_AREA","FAVELAS",1300608721,5,"1F_ARMORY_ROOM","Defender","AttackersEliminated",157,118,"Gold","Defender",1,1,"SAT-ECHO",1,0,"MP5SD","Submachine_Guns","Acog","Vertical","None","None","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","DEPLOYABLE_SHIELD"
"4030",20170212,"PS4","BOMB","CLUB_HOUSE",4133815269,1,"GYM-BEDROOM","Defender","BombExploded",232,69,"Gold","Defender",1,1,"SAT-ECHO",1,0,"MP5SD","Submachine_Guns","None","Vertical","None","None","BEARING_9","Submachine_Guns","RedDot","None","None","Flash","DEPLOYABLE_SHIELD"
"4031",20170216,"PS4","SECURE_AREA","BARTLETT_U.",3893053389,1,"MODEL_HALL","Attacker","DefendersEliminated",165,49,"Silver","Attacker",0,1,"SPETSNAZ-GLAZ",0,0,"OTs-03","Marksman_Rifles","Reflex","None","None","MuzzleBrake","PMM","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"4032",20170216,"XONE","SECURE_AREA","YACHT",3269958789,3,"CASINO","Attacker","DefendersEliminated",202,93,"Platinum","Attacker",0,1,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","Acog","Vertical","None","Flash","LFP586","Pistols","None","None","None","None","CLAYMORE"
"4033",20170221,"PS4","SECURE_AREA","HOUSE",1700788841,5,"KID'S_BEDROOM","Defender","AttackersEliminated",181,67,"Gold","Attacker",0,0,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","EosHolo","Vertical","None","Flash","P9","Pistols","None","None","None","None","BREACH_CHARGE"
"4034",20170213,"PS4","SECURE_AREA","PLANE",622566001,5,"EXECUTIVE_BEDROOM","Attacker","DefendersEliminated",215,80,"Gold","Attacker",0,1,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","RedDot","Vertical","None","Compensator","FRAG_GRENADE"
"4035",20170221,"PS4","HOSTAGE","HEREFORD_BASE",48540421,5,"MASTER_BEDROOM","Defender","AttackersEliminated",134,155,"Gold","Defender",1,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","Laser","MuzzleBrake","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"4036",20170212,"PC","SECURE_AREA","CLUB_HOUSE",1274939281,5,"ARSENAL_ROOM","Attacker","DefendersEliminated",147,198,"Platinum","Defender",1,0,"SWAT-CASTLE",0,1,"UMP45","Submachine_Guns","Reflex","Vertical","None","MuzzleBrake","5.7_USG","Pistols","None","None","None","None","IMPACT_GRENADE"
"4037",20170213,"PS4","HOSTAGE","HOUSE",3276850549,5,"WORKSHOP","Defender","AttackersEliminated",180,203,"Silver","Attacker",0,0,"SAS-THATCHER",2,1,"L85A2","Assault_Rifles","Acog","Vertical","None","Compensator","P226_MK_25","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"4038",20170216,"PS4","SECURE_AREA","BANK",703071741,5,"LOCKERS","Attacker","DefendersEliminated",194,205,"Platinum","Defender",1,0,"SWAT-PULSE",0,1,"UMP45","Submachine_Guns","EosHolo","None","None","HeavyBarrel","M45_MEUSOC","Pistols","None","None","None","None","NITRO_CELL"
"4039",20170221,"XONE","SECURE_AREA","FAVELAS",904996421,1,"3F_PACKAGING_ROOM","Attacker","DefendersEliminated",118,85,"Silver","Defender",1,0,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","ITA12S","Shotguns","None","None","None","None","NITRO_CELL"
"4040",20170212,"PS4","SECURE_AREA","HOUSE",2627342529,5,"LIVING_ROOM","Attacker","DefendersEliminated",122,7,"Unranked","Attacker",0,1,"GIGN-TWITCH",2,0,"HK417","Marksman_Rifles","RedDot","Vertical","None","Suppressor","P9","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"4041",20170221,"PS4","HOSTAGE","KAFE_DOSTOYEVSKY",1655040641,1,"TRAIN_MUSEUM","Attacker","DefendersEliminated",123,24,"Gold","Defender",1,0,"GIGN-DOC",0,1,"MP5","Submachine_Guns","None","None","None","None","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"4042",20170221,"PC","BOMB","SKYSCRAPER",3929506069,5,"1F_BBQ-1F_KITCHEN","Attacker","DefendersEliminated",160,79,"Gold","Attacker",0,1,"G.E.O.-JACKAL",0,0,"PDW9","Submachine_Guns","RedDot","Angle","None","Compensator","ITA12S","Shotguns","Reflex","None","None","None","STUN_GRENADE"
"4043",20170221,"XONE","SECURE_AREA","CHALET",1653535461,4,"DINING_ROOM","Attacker","DefendersEliminated",165,105,"Gold","Attacker",1,1,"SPETSNAZ-FUZE",1,0,"AK-12","Assault_Rifles","Reflex","Vertical","None","Compensator","PMM","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"4044",20170212,"XONE","SECURE_AREA","YACHT",98576801,3,"COCKPIT","Attacker","DefendersEliminated",96,36,"Silver","Defender",1,0,"GSG9-JAGER",0,1,"M870","Shotguns","Reflex","None","Laser","None","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"4045",20170213,"XONE","SECURE_AREA","CONSULATE",1812484341,7,"ARCHIVES","Defender","ObjectiveProtected",232,61,"Silver","Defender",1,1,"GSG9-BANDIT",1,0,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","Suppressor","NITRO_CELL"
"4046",20170212,"PS4","BOMB","KANAL",3964074909,1,"SERVER_ROOM-CONTROL_ROOM","Defender","BombExploded",233,135,"Silver","Defender",1,1,"GSG9-BANDIT",1,0,"MP7","Submachine_Guns","EosHolo","None","None","None","P12","Pistols","None","None","None","None","NITRO_CELL"
"4047",20170221,"PS4","BOMB","BANK",989880581,4,"LOCKERS-CCTV_ROOM","Attacker","DefendersEliminated",143,72,"Gold","Defender",0,0,"GIGN-DOC",0,1,"SG-CQB","Shotguns","Reflex","Vertical","Laser","None","P9","Pistols","None","None","Laser","MuzzleBrake","DEPLOYABLE_SHIELD"
"4048",20170213,"PS4","BOMB","KAFE_DOSTOYEVSKY",1944467141,2,"FIREPLACE_HALL-MINING_ROOM","Defender","AttackersEliminated",144,154,"Platinum","Defender",0,1,"SAT-ECHO",1,0,"MP5SD","Submachine_Guns","Acog","Angle","None","None","BEARING_9","Submachine_Guns","Reflex","None","None","Compensator","DEPLOYABLE_SHIELD"
"4049",20170212,"XONE","SECURE_AREA","HOUSE",2851688349,5,"LIVING_ROOM","Attacker","ObjectiveCaptured",136,52,"Silver","Defender",1,0,"SAS-MUTE",0,1,"MP5K","Submachine_Guns","Reflex","None","Laser","None","P226_MK_25","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"4050",20170212,"XONE","HOSTAGE","CHALET",1283043961,1,"WINE_CELLAR","Attacker","HostageExtracted",125,194,"Silver","Defender",1,0,"JTF2-FROST",0,0,"9mm_C1","Submachine_Guns","RedDot","Angle","None","HeavyBarrel","MK1_9mm","Pistols","None","None","Laser","MuzzleBrake","DEPLOYABLE_SHIELD"
"4051",20170213,"XONE","HOSTAGE","OREGON",1664604721,1,"SUPPLY","Defender","AttackersEliminated",125,28,"Unranked","Attacker",0,0,"SPETSNAZ-GLAZ",0,1,"OTs-03","Marksman_Rifles","None","None","None","None","PMM","Pistols","None","None","None","None","CLAYMORE"
"4052",20170216,"PS4","SECURE_AREA","PLANE",1053281061,4,"EXECUTIVE_BEDROOM","Defender","ObjectiveProtected",232,78,"Copper","Attacker",1,0,"GIGN-TWITCH",1,1,"F2","Assault_Rifles","EosHolo","Vertical","None","Compensator","P9","Pistols","None","None","None","None","CLAYMORE"
"4053",20170213,"XONE","HOSTAGE","COASTLINE",2216037929,3,"1F_KITCHEN","Defender","TimeExpired",231,97,"Bronze","Attacker",0,0,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Acog","Angle","None","Suppressor","M45_MEUSOC","Pistols","None","None","None","Suppressor","SMOKE_GRENADE"
"4054",20170216,"XONE","BOMB","KAFE_DOSTOYEVSKY",3517963829,5,"KITCHEN_PREP-BAKERY","Attacker","DefendersEliminated",124,119,"Gold","Defender",1,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","HeavyBarrel","P12","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"4055",20170216,"PS4","SECURE_AREA","CONSULATE",290947161,2,"GARAGE","Attacker","DefendersEliminated",116,63,"Bronze","Defender",0,0,"GIGN-ROOK",0,1,"P90","Submachine_Guns","None","None","None","None","LFP586","Pistols","None","None","None","None","IMPACT_GRENADE"
"4056",20170212,"XONE","HOSTAGE","COASTLINE",3513821089,1,"1F_KITCHEN","Defender","TimeExpired",232,74,"Gold","Defender",1,1,"JTF2-FROST",2,1,"9mm_C1","Submachine_Guns","Reflex","Angle","None","HeavyBarrel","MK1_9mm","Pistols","None","None","None","MuzzleBrake","BARBED_WIRE"
"4057",20170212,"PS4","SECURE_AREA","PLANE",1168114461,5,"LUGGAGE_HOLD","Defender","AttackersEliminated",150,55,"Bronze","Attacker",0,0,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","RedDot","Vertical","Laser","MuzzleBrake","P9","Pistols","None","None","None","None","CLAYMORE"
"4058",20170213,"XONE","BOMB","SKYSCRAPER",3915047609,1,"2F_KARAOKE-2F_TEA_ROOM","Attacker","DefendersEliminated",144,229,"Platinum","Defender",1,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","NITRO_CELL"
"4059",20170212,"PS4","SECURE_AREA","HEREFORD_BASE",446175621,2,"ARMORY","Attacker","DefendersEliminated",196,157,"Gold","Attacker",1,1,"SAT-HIBANA",1,0,"TYPE-89","Assault_Rifles","Acog","Vertical","None","Compensator","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","CLAYMORE"
"4060",20170216,"XONE","HOSTAGE","YACHT",743483101,4,"ENGINE","Defender","AttackersEliminated",214,98,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",0,1,"SPAS-12","Shotguns","None","None","None","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"4061",20170212,"PS4","HOSTAGE","KANAL",2652524609,1,"CONTROL_ROOM","Defender","AttackersEliminated",147,20,"Unranked","Defender",1,1,"G.E.O.-MIRA",0,0,"VECTOR_.45_ACP","Submachine_Guns","Reflex","Vertical","None","None","ITA12S","Shotguns","None","None","None","None","DEPLOYABLE_SHIELD"
"4062",20170212,"XONE","SECURE_AREA","CHALET",957226761,4,"DINING_ROOM","Defender","AttackersEliminated",172,146,"Unranked","Attacker",1,0,"SWAT-THERMITE",1,1,"556XI","Assault_Rifles","EosHolo","Vertical","None","Flash","M45_MEUSOC","Pistols","None","None","Laser","MuzzleBrake","CLAYMORE"
"4063",20170213,"PC","BOMB","CHALET",1394948861,8,"KITCHEN-TROPHY_ROOM","Defender","DefuserDeactivated",195,102,"Gold","Defender",0,1,"SWAT-CASTLE",0,0,"M1014","Shotguns","None","None","None","None","M45_MEUSOC","Pistols","None","None","None","None","IMPACT_GRENADE"
"4064",20170221,"XONE","HOSTAGE","PLANE",3455691329,2,"MEETING_ROOM","Attacker","DefendersEliminated",230,80,"Bronze","Defender",0,0,"SAS-MUTE",0,1,"M590A1","Shotguns","None","None","None","None","P226_MK_25","Pistols","None","None","None","None","NITRO_CELL"
"4065",20170212,"XONE","SECURE_AREA","FAVELAS",3809989309,5,"2F_FOOTBALL_APARTMENT","Attacker","DefendersEliminated",135,56,"Silver","Defender",1,0,"GSG9-RESERVE",1,1,"416-C_CARBINE","Assault_Rifles","Spectator","Spectator","Spectator","Spectator","P12","Pistols","Spectator","Spectator","Spectator","Spectator","NITRO_CELL"
"4066",20170213,"XONE","SECURE_AREA","HEREFORD_BASE",236077661,7,"ARMORY","Defender","AttackersEliminated",232,58,"Silver","Defender",1,1,"GIGN-ROOK",0,1,"MP5","Submachine_Guns","Reflex","Vertical","None","None","P9","Pistols","None","None","None","None","IMPACT_GRENADE"
"4067",20170212,"XONE","SECURE_AREA","BANK",2909234429,2,"LOCKERS","Defender","AttackersEliminated",168,72,"Gold","Attacker",1,0,"SWAT-THERMITE",3,1,"556XI","Assault_Rifles","Acog","Vertical","Laser","Compensator","5.7_USG","Pistols","None","None","Laser","MuzzleBrake","CLAYMORE"
"4068",20170216,"PS4","SECURE_AREA","BORDER",3228010529,4,"ARMORY_LOCKERS","Defender","AttackersEliminated",202,121,"Gold","Attacker",1,0,"G.E.O.-JACKAL",0,1,"PDW9","Submachine_Guns","Acog","Vertical","None","Compensator","ITA12S","Shotguns","None","None","None","None","STUN_GRENADE"
"4069",20170212,"PC","BOMB","SKYSCRAPER",2864056189,1,"2F_KARAOKE-2F_TEA_ROOM","Attacker","DefendersEliminated",228,86,"Gold","Attacker",0,1,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","None","None","None","None","BEARING_9","Submachine_Guns","None","None","None","None","STUN_GRENADE"
"4070",20170221,"XONE","HOSTAGE","COASTLINE",3901722269,2,"2F_VIP_LOUNGE","Defender","AttackersEliminated",147,69,"Gold","Attacker",1,0,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","Reflex","Vertical","None","Suppressor","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"4071",20170221,"XONE","BOMB","CHALET",3260285889,4,"WINE_CELLAR-SNOWMOBILE_GARAGE","Defender","AttackersEliminated",230,47,"Gold","Attacker",1,0,"GSG9-IQ",1,1,"AUG_A2","Assault_Rifles","Acog","None","Laser","Suppressor","P12","Pistols","None","None","Laser","Suppressor","BREACH_CHARGE"
"4072",20170212,"XONE","SECURE_AREA","HOUSE",511023561,2,"MASTER_BEDROOM","Defender","ObjectiveProtected",232,196,"Gold","Defender",0,1,"G.E.O.-MIRA",2,0,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","NITRO_CELL"
"4073",20170212,"PS4","SECURE_AREA","PLANE",2458174889,1,"MEETING_ROOM","Attacker","DefendersEliminated",125,100,"Unranked","Attacker",0,1,"G.E.O.-JACKAL",2,0,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","ITA12S","Shotguns","Reflex","None","Laser","None","BREACH_CHARGE"
"4074",20170221,"PS4","SECURE_AREA","BANK",158934501,7,"OPEN_AREA","Defender","AttackersEliminated",245,103,"Gold","Attacker",1,0,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","Reflex","Vertical","None","Flash","PMM","Pistols","None","None","None","Suppressor","BREACH_CHARGE"
"4075",20170212,"XONE","SECURE_AREA","COASTLINE",4226166569,3,"1F_KITCHEN","Defender","AttackersEliminated",146,52,"Unranked","Attacker",0,0,"NAVYSEAL-BLACKBEARD",1,1,"MK17_CQB","Assault_Rifles","EosHolo","Vertical","None","Suppressor","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"4076",20170213,"PS4","BOMB","CLUB_HOUSE",2517944429,5,"BAR-STOCK_ROOM","Defender","DefuserDeactivated",182,117,"Gold","Attacker",0,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","BEARING_9","Submachine_Guns","Reflex","None","None","Compensator","CLAYMORE"
"4077",20170213,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",2997275089,1,"KITCHEN_PREP","Attacker","DefendersEliminated",133,53,"Silver","Attacker",0,1,"SWAT-THERMITE",1,0,"556XI","Assault_Rifles","Acog","Vertical","None","None","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","SMOKE_GRENADE"
"4078",20170213,"XONE","SECURE_AREA","HOUSE",3970369849,3,"GARAGE","Attacker","DefendersEliminated",148,105,"Silver","Attacker",0,1,"G.E.O.-JACKAL",1,0,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","Laser","None","BREACH_CHARGE"
"4079",20170212,"PC","SECURE_AREA","BANK",2669615329,3,"LOCKERS","Attacker","DefendersEliminated",189,38,"Gold","Defender",1,0,"GIGN-DOC",1,1,"MP5","Submachine_Guns","RedDot","Vertical","None","Flash","P9","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"4080",20170216,"PC","BOMB","YACHT",1597641661,1,"MAPS_ROOM-COCKPIT","Attacker","DefendersEliminated",114,27,"Bronze","Defender",1,0,"SWAT-PULSE",0,1,"UMP45","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","NITRO_CELL"
"4081",20170213,"PS4","SECURE_AREA","YACHT",1669331681,7,"CASINO","Defender","AttackersEliminated",161,79,"Silver","Defender",1,1,"SAS-SMOKE",1,0,"FMG-9","Submachine_Guns","RedDot","None","None","Flash","SMG-11","Submachine_Guns","RedDot","Vertical","None","HeavyBarrel","IMPACT_GRENADE"
"4082",20170212,"XONE","BOMB","CONSULATE",2101177241,5,"CONSUL_OFFICE-MEEETING_ROOM","Attacker","DefendersEliminated",185,14,"Unranked","Attacker",0,1,"G.E.O.-JACKAL",1,1,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","USP40","Pistols","None","None","None","None","BREACH_CHARGE"
"4083",20170212,"PC","SECURE_AREA","BANK",1585166221,5,"CEO_OFFICE","Attacker","DefendersEliminated",177,74,"Bronze","Defender",1,0,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","RedDot","None","None","Flash","SMG-11","Submachine_Guns","None","None","None","None","IMPACT_GRENADE"
"4084",20170213,"PS4","SECURE_AREA","BANK",2000236521,1,"LOCKERS","Attacker","DefendersEliminated",205,58,"Gold","Defender",1,0,"BOPE-CAVEIRA",2,1,"M12","Submachine_Guns","Reflex","None","None","Flash","PRB92","Pistols","None","None","None","None","BARBED_WIRE"
"4085",20170212,"XONE","SECURE_AREA","HOUSE",257898181,7,"GARAGE","Defender","ObjectiveProtected",232,44,"Gold","Defender",0,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","None","NITRO_CELL"
"4086",20170216,"PS4","SECURE_AREA","SKYSCRAPER",2221651289,1,"2F_TEA_ROOM","Attacker","DefendersEliminated",156,57,"Gold","Attacker",0,1,"JTF2-BUCK",0,1,"C8-SFW","Assault_Rifles","Acog","None","Laser","Compensator","MK1_9mm","Pistols","None","None","None","MuzzleBrake","FRAG_GRENADE"
"4087",20170213,"PS4","SECURE_AREA","KANAL",269284481,2,"SERVER_ROOM","Defender","ObjectiveProtected",232,102,"Silver","Attacker",1,0,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","None","None","BREACH_CHARGE"
"4088",20170216,"PC","BOMB","CHALET",3333485469,3,"WINE_CELLAR-SNOWMOBILE_GARAGE","Defender","DefuserDeactivated",166,132,"Diamond","Attacker",0,0,"SAS-SLEDGE",1,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","EosHolo","Vertical","None","Flash","FRAG_GRENADE"
"4089",20170216,"XONE","BOMB","KANAL",579997041,7,"SERVER_ROOM-CONTROL_ROOM","Defender","BombExploded",232,126,"Platinum","Defender",1,1,"SAS-SMOKE",2,0,"FMG-9","Submachine_Guns","Reflex","None","None","MuzzleBrake","SMG-11","Submachine_Guns","EosHolo","Vertical","None","Compensator","BARBED_WIRE"
"4090",20170216,"XONE","BOMB","CLUB_HOUSE",1191743761,4,"CHURCH-ARSENAL_ROOM","Defender","AttackersEliminated",228,96,"Gold","Attacker",1,0,"SPETSNAZ-GLAZ",0,1,"OTs-03","Marksman_Rifles","EosHolo","None","None","Flash","PMM","Pistols","None","None","None","Suppressor","SMOKE_GRENADE"
"4091",20170212,"PS4","BOMB","BANK",242866961,3,"LOCKERS-CCTV_ROOM","Attacker","DefendersEliminated",160,17,"Unranked","Attacker",0,1,"SAS-THATCHER",1,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","None","BREACH_CHARGE"
"4092",20170212,"PC","BOMB","CONSULATE",229840021,2,"CONSUL_OFFICE-MEEETING_ROOM","Attacker","DefendersEliminated",231,2,"Unranked","Attacker",1,1,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","RedDot","Angle","None","Compensator","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"4093",20170213,"PS4","BOMB","CLUB_HOUSE",3871130989,6,"CHURCH-ARSENAL_ROOM","Attacker","DefendersEliminated",191,134,"Gold","Attacker",1,1,"SAT-HIBANA",1,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","BEARING_9","Submachine_Guns","None","None","None","None","STUN_GRENADE"
"4094",20170212,"PC","BOMB","BORDER",1852559941,2,"ARMORY_LOCKERS-ARCHIVES","Defender","AttackersEliminated",185,109,"Gold","Defender",0,1,"BOPE-CAVEIRA",3,0,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
